Orthogroup,Mean_dN,Mean_dS,Mean_Omega,Ct_LMG19424.IS.tmp.45428,Pp_PsJN.IS.tmp.45708,Rs_068_2.IS.tmp.45974,Rs_071-2.IS.tmp.46234,Rs_077-080_1.IS.tmp.46490,Rs_095-3.IS.tmp.46746,Rs_102-3.IS.tmp.47027,Rs_115-4.IS.tmp.47283,Rs_144-1.IS.tmp.47548,Rs_AHR56.IS.tmp.47805,Rs_Bs715.IS.tmp.48082,Rs_CFBP2957.IS.tmp.48339,Rs_CIAT_078.IS.tmp.48596,Rs_FJAT1458F1.IS.tmp.48854,Rs_FJAT1458F50.IS.tmp.49132,Rs_FJAT1463F1.IS.tmp.49397,Rs_FJAT1463F50.IS.tmp.49711,Rs_FJAT15249F1.IS.tmp.49968,Rs_FJAT15249F50.IS.tmp.50225,Rs_FJAT15252F1.IS.tmp.50481,Rs_FJAT15252F50.IS.tmp.50741,Rs_FJAT448F1.IS.tmp.50998,Rs_FJAT448F50.IS.tmp.51254,Rs_FJAT454F1.IS.tmp.51509,Rs_IBSBF.IS.tmp.52041,Rs_IBSBF1503.IS.tmp.51785,Rs_KACC.IS.tmp.52297,Rs_MolK2.IS.tmp.52573,Rs_NCSU_Rs32.IS.tmp.52829,Rs_NCSU_Rs45488.IS.tmp.53085,Rs_NCSU_RsMR-FL01.IS.tmp.53341,Rs_P597.IS.tmp.53597,Rs_P673.IS.tmp.53853,Rs_Po82.IS.tmp.54132,Rs_RS_v1.IS.tmp.54648,Rs_RS_v2.IS.tmp.54904,Rs_Rs5.IS.tmp.54388,Rs_SL2064.IS.tmp.55181,Rs_SL2312.IS.tmp.55447,Rs_SL3175.IS.tmp.55703,Rs_T101.IS.tmp.55958,Rs_T11.IS.tmp.56236,Rs_T12.IS.tmp.56492,Rs_T51.IS.tmp.56748,Rs_T60.IS.tmp.57003,Rs_T78.IS.tmp.57259,Rs_T82.IS.tmp.57514,Rs_T95.IS.tmp.57770,Rs_T98.IS.tmp.58026,Rs_UW163.IS.tmp.58287,Rs_UY031.IS.tmp.58564,Rs_Wj644.IS.tmp.58819
OG0002643,0.0764585381394638,0.0363728480924064,2.8601686507936503,,,4005,4001,4005,3991,3995,4003,4453,4333,3955,4355,4274,4911,4912,4915,4914,4912,4915,4913,4912,4863,4874,4860,4013,3666,4264,1569,4145,3485,3414,3228,4332,3990,4250,4248,4647,4276,4209,4275,4215,4250,4317,4206,4732,4790,4196,4264,4275,4191,4249,4231
OG0002644,0.0782385210589017,0.0343279510172123,2.863239898989899,,,4028,4024,4028,4014,4018,4026,4430,4307,4037,4326,4251,4334,4335,4338,4337,4336,4338,4336,4335,4284,4293,4280,4036,3689,4335,1550,4170,3459,3388,3259,4309,4013,4230,4228,4673,4347,4280,4355,4287,4322,4394,4277,4813,4872,4267,4335,4355,4168,4229,4147
OG0002645,0.082101228505688,0.0307219641602861,3.352341932443973,,,4035,4031,4035,4021,4025,4033,4423,4300,3893,4319,4244,4864,4865,4868,4867,4865,4868,4866,4865,4816,4827,4813,4044,3696,4226,1543,4177,3452,3381,3266,4302,4020,4223,4219,4680,4238,4173,4235,4179,4212,4281,4168,4668,4728,4160,4226,4235,4161,4222,4292
OG0002646,0.0839553182017113,0.0396425068072895,3.079166666666667,,,4060,4056,4060,4046,4050,4058,4398,4287,3868,4294,4221,4839,4840,4843,4842,4840,4843,4841,4840,4791,4802,4788,4069,3721,4201,1518,4190,3440,3368,3567,4276,4045,4197,4192,4693,4213,4148,4210,4153,4187,4255,4143,4643,4703,4135,4201,4210,4136,4196,4316
OG0002647,0.0794547290234965,0.0271245519556344,3.8866437417457824,,,4066,4062,4066,4052,4056,4064,4392,4282,3865,4289,4215,4836,4837,4840,4839,4837,4840,4838,4837,4788,4799,4785,4075,3727,4195,1512,4195,3435,3363,3562,4270,4051,4191,4186,4698,4207,4142,4204,4147,4181,4249,4137,4640,4700,4129,4195,4204,4130,4190,4319
OG0002648,0.071744250893338,0.0356660733082316,2.748979591836735,,,4089,4085,4089,4075,4079,4087,4369,3806,4988,3813,3784,4363,4364,4367,4366,4365,4367,4365,4364,4313,4322,4309,4099,4143,1821,1082,4656,4450,4334,3837,3845,4074,3730,3724,3701,1832,1718,1642,1722,1779,1749,1779,4163,4220,1720,1820,1644,3722,3729,4802
OG0002649,0.0784204671857619,0.0378197997775305,2.1451612903225805,,,4114,4110,4114,4100,4104,4112,4344,3826,5004,3833,3810,4379,4380,4383,4382,4381,4383,4381,4380,4329,4338,4326,4124,4118,3682,1103,4636,4470,4354,3814,3870,4099,3751,3745,3681,3695,3639,3652,3638,3665,3720,3623,4179,4236,3629,3682,3652,3747,3750,4786
OG0002650,0.0823759530733593,0.0347823434987365,2.619703643578644,,,4123,4119,4123,4109,4113,4121,4335,3842,5021,3842,3819,4395,4396,4399,4398,4397,4399,4397,4396,4345,4354,4342,4133,4109,3694,1116,4620,4485,4371,3805,3879,4108,3765,3759,3665,3707,3648,3661,3647,3677,3730,3635,4196,4254,3638,3694,3661,3756,3764,4769
OG0002651,0.0927559513364529,0.0333932488928056,3.4926956654456656,,,4124,4120,4124,4110,4114,4122,4334,3843,5022,3843,3820,4396,4397,4400,4399,4398,4400,4398,4397,4346,4355,4343,4134,4108,3695,1117,4619,4486,4372,3804,3880,4109,3766,3760,3664,3708,3649,3662,3648,3678,3731,3636,4197,4255,3639,3695,3662,3757,3765,4768
OG0002652,0.0837914884676292,0.0280630710249795,3.983665370910269,,,4150,4146,4150,4136,4140,4148,4308,3894,5058,3870,3846,4432,4433,4436,4435,4434,4436,4434,4433,4382,4392,4379,4159,4082,3748,1146,4571,4538,4423,3777,3906,4134,3795,3789,3613,3761,3703,3715,3705,3731,3785,3689,4233,4291,3693,3748,3715,3783,3794,4732
OG0002653,0.0778801099764621,0.0318902714173779,3.750466810966811,,,4151,4147,4151,4137,4141,4149,4307,3895,5059,3871,3847,4436,4437,4440,4439,4438,4440,4438,4437,4386,4396,4383,4160,4081,3749,1147,4570,4539,4424,3776,3907,4135,3796,3790,3612,3762,3704,3716,3706,3732,3786,3690,4234,4292,3694,3749,3716,3784,3795,4731
OG0002654,0.0790975175662369,0.0283906274705729,4.208511904761905,,,4155,4151,4155,4141,4145,4153,4303,3899,5065,3875,3851,4440,4441,4444,4443,4442,4444,4442,4441,4390,4400,4387,4164,4077,3751,1152,4566,4543,4428,3772,3911,4139,3800,3794,3608,3764,3706,3720,3708,3734,3788,3692,4238,4296,3696,3751,3720,3788,3799,4727
OG0002655,0.0843245982787083,0.031586502738956,3.562601410934744,,,4156,4152,4156,4142,4146,4154,4302,3900,5066,3876,3852,4441,4442,4445,4444,4443,4445,4443,4442,4391,4401,4388,4165,4076,3752,1153,4565,4544,4429,3771,3912,4140,3801,3795,3607,3765,3707,3721,3709,3735,3789,3693,4239,4298,3697,3752,3721,3789,3800,4726
OG0002656,0.0790532249537797,0.0403418935029795,3.021961805555556,,,4178,4174,4177,4164,4168,4176,4280,3922,5096,3900,3874,4471,4472,4475,4474,4473,4475,4473,4472,4421,4431,4418,4187,4054,3771,1175,4543,4565,4452,3750,3934,4162,3822,3816,3586,3784,3726,3740,3728,3754,3808,3712,4269,4328,3716,3771,3740,3811,3821,4696
OG0002657,0.0830769760283449,0.0331714215634659,3.075086805555556,,,4179,4175,4178,4165,4169,4177,4279,3923,5097,3901,3875,4472,4473,4476,4475,4474,4476,4474,4473,4422,4432,4419,4188,4053,3772,1176,4542,4566,4453,3749,3935,4163,3823,3817,3585,3785,3727,3741,3729,3755,3809,3713,4270,4329,3717,3772,3741,3812,3822,4695
OG0002658,0.0740721027986802,0.0332850529817966,2.5423022255522256,,,4183,4179,4182,4169,4173,4181,4275,3927,5101,3905,3879,4476,4477,4480,4479,4478,4480,4478,4477,4426,4436,4423,4192,4049,3776,1180,4538,4570,4457,3745,3939,4167,3827,3821,3581,3789,3731,3745,3733,3759,3813,3717,4274,4333,3721,3776,3745,3816,3826,4691
OG0002659,0.0814936108077599,0.0305550411950312,3.441079215569012,,,4184,4180,4183,4170,4174,4182,4274,3928,5102,3906,3880,4477,4478,4481,4480,4479,4481,4479,4478,4427,4437,4424,4193,4048,3777,1181,4537,4571,4458,3744,3940,4168,3828,3822,3580,3790,3732,3746,3734,3760,3814,3718,4275,4334,3722,3777,3746,3817,3827,4690
OG0002660,0.0802259667536429,0.0378879153787724,3.657059005322163,,,4185,4181,4184,4171,4175,4183,4273,3929,5103,3907,3881,4478,4479,4482,4481,4480,4482,4480,4479,4428,4438,4425,4194,4047,3778,1182,4536,4573,4459,3743,3941,4169,3829,3823,3579,3791,3733,3747,3735,3761,3815,3719,4276,4335,3723,3778,3747,3818,3828,4689
OG0002661,0.075931650637582,0.0380156442229333,2.677948412698413,,,4186,4182,4185,4172,4176,4184,4272,3930,5104,3908,3882,4479,4480,4483,4482,4481,4483,4481,4480,4429,4439,4426,4195,4046,3779,1183,4535,4574,4460,3742,3942,4170,3830,3824,3578,3792,3734,3748,3736,3762,3816,3720,4277,4336,3724,3779,3748,3819,3829,4688
OG0002662,0.0808517200348453,0.0294820524299521,3.020688034188034,,,4187,4183,4186,4173,4177,4185,4271,3931,5105,3909,3883,4480,4481,4484,4483,4482,4484,4482,4481,4430,4440,4427,4196,4045,3780,1184,4534,4575,4461,3741,3943,4171,3831,3825,3577,3793,3735,3749,3737,3763,3817,3721,4278,4337,3725,3780,3749,3820,3830,4687
OG0002663,0.0742439761118761,0.0323839184386278,3.345673740510697,,,4188,4184,4187,4174,4178,4186,4270,3932,5106,3910,3884,4481,4482,4485,4484,4483,4485,4483,4482,4431,4441,4428,4197,4044,3781,1185,4533,4576,4462,3740,3944,4172,3832,3826,3576,3794,3736,3750,3738,3764,3818,3722,4279,4338,3726,3781,3750,3821,3831,4686
OG0002664,0.0868179595667574,0.024114299706608,4.4996260822510825,,,4191,4187,4190,4177,4181,4189,4267,3936,5109,3913,3887,4484,4485,4488,4487,4486,4488,4486,4485,4434,4444,4431,4200,4041,3783,1189,4529,4585,4465,3736,3946,4175,3835,3830,3572,3796,3738,3752,3740,3766,3820,3724,4282,4341,3728,3783,3752,3824,3834,4682
OG0002665,0.0766031105975962,0.028163602720392,3.539310009718173,,,4216,4212,4215,4202,4206,4214,4242,3954,5141,3950,3912,4713,4714,4717,4716,4715,4717,4715,4714,4665,4676,4662,4224,4016,3837,1221,4511,4603,4483,3701,3973,4199,3866,3860,3554,3850,3791,3808,3795,3820,3875,3778,4314,4373,3781,3837,3808,3849,3865,4645
OG0002666,0.0830097570688968,0.0555431103146156,2.149429563492064,,,4252,4248,4251,4238,4242,4250,4206,4004,5192,3985,3952,4662,4663,4666,4665,4664,4666,4664,4663,4614,4625,4611,4260,3980,3898,1266,4465,4649,4533,3666,4010,4235,3906,3899,3519,3911,3853,3874,3858,3882,3941,3839,4366,4423,3842,3898,3874,3885,3905,4594
OG0002667,0.0916471711478111,0.0336364108515578,3.464820213799805,,,4280,4276,4278,4266,4270,4278,4178,4029,3618,4014,3981,4635,4636,4639,4638,4637,4639,4637,4636,4587,4598,4584,4288,3952,3930,1295,4440,4674,4559,3636,4038,4263,3933,3928,3494,3943,3887,3907,3892,3914,3977,3872,4393,4451,3876,3930,3907,3913,3932,4568
OG0002668,0.0791722233408307,0.0353212093324041,2.654456682206682,,,4283,4279,4281,4269,4273,4281,4175,4032,3621,4017,3984,4632,4633,4636,4635,4634,4636,4634,4633,4584,4595,4581,4291,3949,3934,1298,4437,4677,4562,3633,4041,4266,3936,3931,3491,3947,3891,3912,3896,3918,3982,3876,4396,4454,3880,3934,3911,3916,3935,4551
OG0002669,0.0785060108065721,0.0314630541172332,2.9195223665223664,,,4291,4287,4289,4277,4281,4289,4167,4040,3630,4025,3992,4625,4626,4629,4628,4627,4629,4627,4626,4577,4588,4574,4298,3941,3941,1306,4429,4685,4570,3625,4049,4273,3945,3940,3483,3954,3898,3919,3904,3925,3990,3883,4405,4463,3888,3941,3918,3924,3944,4543
OG0002670,0.0832338829625856,0.0323577977163907,3.612439261418853,,,4293,4289,4291,4279,4283,4291,4165,4042,3632,4027,3994,4623,4624,4627,4626,4625,4627,4625,4624,4575,4586,4572,4300,3939,3943,1308,4427,4687,4572,3623,4051,4275,3947,3942,3481,3956,3900,3921,3906,3927,3992,3885,4407,4465,3890,3943,3920,3926,3946,4541
OG0002671,0.0858552014523861,0.0223892395877457,4.978032879818594,,,4296,4292,4294,4282,4286,4294,4162,4045,3635,4030,3997,4620,4621,4624,4623,4622,4624,4622,4621,4572,4583,4569,4303,3936,3946,1311,4424,4690,4575,3620,4054,4278,3950,3945,3478,3959,3903,3924,3909,3930,3995,3888,4410,4468,3893,3946,3923,3929,3949,4538
OG0002672,0.056547619047619,0.0586734693877551,1.2896825396825395,,,4297,4293,4295,4283,4287,4295,4161,4046,3636,4031,3998,4619,4620,4623,4622,4621,4623,4621,4620,4571,4582,4568,4304,3935,3947,1312,4423,4691,4576,3619,4055,4279,3951,3946,3477,3960,3904,3925,3910,3931,3996,3889,4411,4469,3894,3947,3924,3930,3950,4537
OG0002673,0.0769383616143151,0.0319355752810169,3.495808531746032,,,4299,4295,4297,4285,4289,4297,4159,4048,3638,4033,4000,4617,4618,4621,4620,4619,4621,4619,4618,4569,4580,4566,4306,3933,3949,1314,4421,4693,4578,3617,4057,4281,3953,3948,3475,3962,3906,3927,3912,3933,3998,3891,4413,4471,3896,3949,3926,3932,3952,4535
OG0002674,0.0819120483823766,0.0283084333253962,3.90711635303472,,,4301,4297,4299,4287,4291,4299,4157,4050,3640,4035,4002,4615,4616,4619,4618,4617,4619,4617,4616,4567,4578,4564,4308,3931,3951,1316,4419,4695,4580,3615,4059,4283,3955,3950,3473,3964,3908,3929,3914,3935,4001,3893,4415,4473,3898,3951,3928,3934,3954,4533
OG0002675,0.0726741774859149,0.025050681084205,4.06869918699187,,,4305,4301,4303,4291,4295,4303,4153,4054,3644,4039,4006,4611,4612,4615,4614,4613,4615,4613,4612,4563,4574,4560,4312,3927,3955,1320,4415,4699,4584,3611,4063,4287,3959,3954,3469,3968,3912,3933,3918,3939,4005,3897,4419,4477,3902,3955,3932,3938,3958,4529
OG0002676,0.0823327353659027,0.0382447605577028,2.775484126984127,,,4308,4304,4306,4294,4298,4306,4150,4057,3647,4042,4010,4608,4609,4612,4611,4610,4612,4610,4609,4560,4571,4557,4315,3924,3958,1323,4412,4702,4587,3608,4066,4290,3962,3957,3466,3971,3915,3936,3921,3942,4008,3900,4422,4480,3905,3958,3935,3941,3961,4526
OG0002677,0.0751452120977869,0.0564866734188917,1.8979910714285717,,,4309,4305,4307,4295,4299,4307,4149,4058,3648,4043,4011,4607,4608,4611,4610,4609,4611,4609,4608,4559,4570,4556,4316,3923,3959,1324,4411,4703,4588,3607,4067,4291,3963,3958,3465,3972,3916,3937,3922,3943,4009,3901,4423,4481,3906,3959,3936,3942,3962,4525
OG0002678,0.0733374882241063,0.0376146685217233,2.325455927051672,,,4311,4307,4309,4297,4301,4309,4147,4060,3650,4045,4013,4605,4606,4609,4608,4607,4609,4607,4606,4557,4568,4554,4318,3921,3961,1326,4409,4705,4590,3605,4069,4293,3965,3960,3463,3974,3918,3939,3924,3945,4011,3903,4425,4483,3908,3961,3938,3944,3964,4523
OG0002679,0.0736513041165918,0.0267958969560978,3.8262681159420286,,,4312,4308,4310,4298,4302,4310,4146,4061,3651,4046,4014,4604,4605,4608,4607,4606,4608,4606,4605,4556,4567,4553,4319,3920,3962,1327,4408,4706,4591,3604,4070,4294,3966,3961,3462,3975,3919,3940,3925,3946,4012,3904,4426,4484,3909,3962,3939,3945,3965,4522
OG0002680,0.0862554883090128,0.0306910953621544,4.012461180124224,,,4314,4310,4312,4300,4304,4312,4144,4063,3653,4048,4016,4602,4603,4606,4605,4604,4606,4604,4603,4554,4565,4551,4321,3918,3964,1329,4406,4708,4593,3602,4072,4296,3968,3963,3460,3977,3921,3942,3927,3948,4014,3906,4428,4486,3911,3964,3941,3947,3967,4520
OG0002681,0.0844305689667004,0.0353011752953524,3.4222594246031743,,,4319,4315,4317,4305,4309,4317,4139,4068,3658,4053,4021,4597,4598,4601,4600,4599,4601,4599,4598,4549,4560,4546,4326,3913,3969,1334,4401,4713,4598,3597,4077,4301,3973,3968,3455,3982,3926,3947,3932,3953,4019,3911,4433,4491,3916,3969,3946,3952,3972,4515
OG0002682,0.080158083128658,0.0355407458917119,2.706305026672674,,,4320,4316,4318,4306,4310,4318,4138,4069,3659,4054,4022,4596,4597,4600,4599,4598,4600,4598,4597,4548,4559,4545,4327,3912,3970,1335,4400,4714,4599,3596,4078,4302,3974,3969,3454,3983,3927,3948,3933,3954,4020,3912,4434,4492,3917,3970,3947,3953,3973,4514
OG0002683,0.084161333373954,0.0312248261474488,3.4880516474266474,,,4358,4354,4356,4344,4348,4356,4101,4158,3714,4159,4065,4550,4551,4554,4553,4552,4554,4552,4551,4500,4510,4497,4365,3866,4056,1371,4322,4802,4687,3434,4128,4339,4047,4043,3376,4069,4012,4061,4019,4041,4110,3998,4488,4546,4002,4056,4060,3990,4046,4467
OG0002684,0.0844460750859517,0.0249346034752072,5.467006802721088,,,4384,4380,4382,4370,4374,4382,4075,4175,3791,4173,4094,4766,4767,4770,4769,4767,4770,4768,4767,4718,4729,4715,4391,3840,4086,1397,4303,3322,4704,3448,4154,4365,4073,4069,3356,4098,4037,4096,4041,4071,4134,4028,4568,4625,4024,4086,4095,4016,4072,4389
OG0002685,0.0755414804037337,0.0326670040485829,2.9937748015873016,,,4391,4387,4389,4377,4381,4389,4068,4182,3798,4180,4101,4773,4774,4777,4776,4774,4777,4775,4774,4725,4736,4722,4398,3833,4093,1404,4296,3329,4711,3455,4161,4372,4080,4076,3349,4105,4045,4103,4048,4078,4141,4035,4575,4632,4031,4093,4102,4023,4079,4382
OG0002686,0.0742839131660317,0.0414059853684958,3.006708333333333,,,4392,4388,4390,4378,4382,4390,4067,4183,3799,4181,4102,4774,4775,4778,4777,4775,4778,4776,4775,4726,4737,4723,4399,3832,4094,1405,4295,3330,4712,3456,4162,4373,4081,4077,3348,4106,4046,4104,4049,4079,4142,4036,4576,4633,4032,4094,4103,4024,4080,4381
OG0002687,0.0795670948314476,0.0418800441579451,2.239841454841455,,,4393,4389,4391,4379,4383,4391,4066,4184,3800,4182,4103,4775,4776,4779,4778,4776,4779,4777,4776,4727,4738,4724,4400,3831,4095,1406,4294,3331,4713,3457,4163,4374,4082,4078,3347,4107,4047,4105,4050,4080,4143,4037,4577,4634,4033,4095,4104,4025,4081,4380
OG0002688,0.0804620126765373,0.0401716458168786,2.6879167034779283,,,4400,4396,4398,4386,4390,4398,4059,4191,3807,4189,4110,4782,4783,4786,4785,4783,4786,4784,4783,4734,4745,4731,4407,3824,4101,1413,4287,3338,4720,3464,4170,4381,4089,4085,3340,4113,4054,4111,4057,4086,4150,4043,4584,4641,4040,4101,4110,4032,4088,4373
OG0002689,0.0755598595981661,0.0330080073933785,2.9383470418470417,,,4420,4416,4419,4406,4410,4418,4039,4208,3815,4207,4134,4790,4791,4794,4793,4791,4794,4792,4791,4742,4753,4739,4427,3805,4109,1430,4270,3356,3290,3482,4188,4401,4107,4104,3323,4121,4062,4119,4065,4094,4159,4051,4592,4649,4049,4109,4118,4052,4107,4365
OG0002690,0.0651312897180946,0.0390571921978911,1.9507065018315015,,,4422,4418,4421,4408,4412,4420,4037,4210,3817,4209,4136,4792,4793,4796,4795,4793,4796,4794,4793,4744,4755,4741,4429,3803,4111,1432,4268,3358,3292,3484,4190,4403,4109,4106,3321,4123,4064,4122,4067,4096,4161,4053,4594,4651,4051,4111,4121,4054,4109,4363
OG0002691,0.0635003319277217,0.0374129686753293,2.491636724386724,,,4423,4419,4422,4409,4413,4421,4036,4211,3818,4210,4137,4793,4794,4797,4796,4794,4797,4795,4794,4745,4756,4742,4430,3802,4112,1433,4267,3359,3293,3485,4191,4404,4110,4107,3320,4124,4065,4123,4068,4097,4162,4054,4595,4652,4052,4112,4122,4055,4110,4362
OG0002692,0.0816761927393194,0.0357473174637254,2.573293458242438,,,4457,4453,4456,4443,4447,4455,4002,4243,3827,4246,4172,4802,4803,4806,4805,4803,4806,4804,4803,4754,4765,4751,4465,3768,4155,1468,4235,3391,3325,3516,4227,4438,4145,4142,3288,4167,4101,4162,4105,4140,4203,4097,4604,4661,4088,4155,4161,4089,4145,4353
OG0002693,0.0834180188741252,0.0322274079861493,3.7531665046971168,,,4461,4457,4460,4447,4451,4459,3998,4247,3834,4250,4176,4809,4810,4813,4812,4810,4813,4811,4810,4761,4772,4758,4469,3764,4165,1472,4231,3396,3329,3520,4231,4442,4149,4146,3284,4177,4111,4171,4115,4150,4213,4107,4611,4668,4098,4165,4171,4093,4149,4346
OG0002694,0.0706102726422941,0.0373839367080742,2.426016865079365,,,4462,4458,4461,4448,4452,4460,3997,4248,3835,4251,4177,4810,4811,4814,4813,4811,4814,4812,4811,4762,4773,4759,4470,3763,4166,1473,4230,3397,3330,3521,4232,4443,4150,4147,3283,4178,4112,4172,4116,4151,4214,4108,4612,4669,4099,4166,4172,4094,4150,4345
OG0002695,0.0813459605233654,0.0267376557506687,4.044274725274725,,,4465,4461,4464,4451,4455,4463,3994,4251,3838,4254,4181,4813,4814,4817,4816,4814,4817,4815,4814,4765,4776,4762,4473,3760,4169,1476,4227,3400,3333,3524,4235,4446,4154,4150,3280,4181,4115,4175,4119,4154,4217,4111,4615,4672,4102,4169,4175,4097,4154,4342
OG0002696,0.094805241181587,0.0307663072728153,4.332264334305151,,,4470,4466,4469,4456,4460,4468,3989,4256,3843,4259,4186,4818,4819,4822,4821,4819,4822,4820,4819,4770,4781,4767,4478,3755,4174,1481,4222,3405,3338,3529,4240,4451,4159,4155,3275,4186,4120,4180,4124,4159,4222,4116,4620,4677,4107,4174,4180,4102,4159,4337
OG0002697,0.0614182973492733,0.0424099159380638,1.942952741702742,,,4485,4481,4484,4471,4475,4483,3974,4271,4083,4274,4201,4287,4288,4291,4290,4289,4291,4289,4288,4237,4246,4233,4493,3740,4188,1497,4207,3420,3353,3544,4255,4466,4176,4172,4712,4200,4134,4194,4138,4173,4240,4130,4859,4918,4121,4188,4194,4117,4176,4101
OG0002698,0.0740814448174065,0.0414197594078119,2.3414814814814813,,,4505,4500,4504,4490,4495,4502,3955,3697,4795,3556,3615,4083,4085,4087,4086,4085,4087,4085,4084,4033,4042,4030,4513,4309,3586,934,3321,4326,4225,4745,3623,4485,3405,3400,3814,3598,3541,3554,3540,3569,3615,3527,3965,4025,3530,3586,3553,3555,3404,4933
OG0002699,0.0724513938385998,0.0441217232913597,2.2167989417989418,,,4508,4503,4507,4493,4498,4505,3952,3694,4792,3553,3612,4080,4082,4084,4083,4082,4084,4082,4081,4030,4039,4027,4516,4312,3583,931,3324,4323,4222,4742,3620,4488,3402,3397,3817,3595,3537,3551,3537,3566,3612,3524,3962,4022,3527,3583,3550,3552,3401,4936
OG0002700,0.0651717085179813,0.0382822465109671,1.8717910319919544,,,4510,4505,4509,4495,4500,4507,3950,3692,4790,3551,3610,4078,4080,4082,4081,4080,4082,4079,4079,4028,4036,4025,4518,4314,3581,929,3326,4321,4220,4740,3618,4490,3400,3395,3819,3593,3535,3549,3535,3564,3610,3522,3960,4020,3525,3581,3548,3550,3399,4938
OG0002701,0.0693406902276068,0.0328117401007172,2.92421875,,,4511,4506,4510,4496,4501,4508,3949,3691,4789,3550,3609,4077,4079,4081,4080,4079,4081,4078,4078,4027,4035,4024,4519,4315,3580,928,3327,4320,4219,4739,3617,4491,3399,3394,3820,3592,3534,3548,3534,3563,3609,3521,3959,4019,3524,3580,3547,3549,3398,4939
OG0002702,0.0612882447665056,0.0447504025764895,1.798731884057971,,,4516,4511,4515,4501,4506,4513,3944,3687,4785,3546,3604,4073,4075,4077,4076,4075,4077,4074,4074,4023,4031,4020,4524,4319,3576,924,3331,4316,4215,4735,3612,4496,3394,3390,3824,3588,3530,3544,3530,3559,3605,3517,3955,4015,3520,3576,3543,3544,3393,4943
OG0002703,0.0623720760233918,0.0454861111111111,1.877108134920635,,,4521,4516,4520,4506,4511,4518,3939,3682,4781,3541,3599,4068,4070,4072,4071,4070,4072,4069,4069,4018,4026,4015,4529,4324,3571,919,3336,4311,4210,4730,3607,4501,3389,3385,3829,3583,3525,3539,3525,3554,3600,3512,3951,4011,3515,3571,3538,3539,3388,4948
OG0002704,0.0640587829746021,0.0392698191489908,1.921513125695111,,,4543,4538,4542,4528,4533,4540,3917,3666,4756,3525,3577,4039,4041,4043,4042,4041,4043,4040,4040,3989,3997,3986,4551,4347,3548,897,3353,4294,4192,4713,3584,4523,3365,3361,3846,3560,3457,3517,3456,3531,3528,3489,3926,3986,3447,3548,3516,3517,3364,4976
OG0002705,0.05546875,0.0463541666666666,1.5635416666666668,,,4544,4539,4543,4529,4534,4541,3916,3665,4755,3524,3576,4038,4040,4042,4041,4040,4042,4039,4039,3988,3996,3985,4552,4348,3547,896,3354,4293,4191,4712,3583,4524,3364,3360,3847,3559,3456,3516,3455,3530,3527,3488,3925,3985,3446,3547,3515,3516,3363,4977
OG0002706,0.0859577068061221,0.0302337953027701,3.925430597771023,,,4545,4540,4544,4530,4535,4542,3915,3664,4754,3523,3575,4037,4039,4041,4040,4039,4041,4038,4038,3987,3995,3984,4553,4349,3546,895,3355,4292,4190,4711,3582,4525,3363,3359,3848,3558,3455,3515,3454,3529,3526,3487,3924,3984,3445,3546,3514,3515,3362,4978
OG0002707,0.0829797043589576,0.0237069362523785,4.001450892857143,,,4550,4545,4549,4535,4540,4547,3910,3659,4749,3518,3570,4032,4034,4036,4035,4034,4036,4033,4033,3982,3990,3979,4558,4354,3541,890,3360,4287,4185,4706,3576,4530,3358,3354,3853,3553,3450,3510,3449,3524,3521,3482,3919,3979,3440,3541,3509,3510,3357,4983
OG0002708,0.0850029929805418,0.0325989529778938,3.2405795304232807,,,4578,4573,4577,4563,4568,4575,3882,3613,4704,3472,3542,3986,3989,3990,3989,3988,3990,3988,3987,3936,3944,3933,4586,4382,3515,861,3406,4240,4139,4660,3548,4558,3330,3326,3899,3527,3424,3484,3423,3498,3495,3456,3874,3933,3414,3515,3483,3482,3329,5029
OG0002709,0.0819923572763233,0.0320394082007289,3.4621796193224763,,,4581,4576,4580,4566,4571,4578,3879,3610,4701,3469,3539,3983,3986,3987,3986,3985,3987,3985,3984,3933,3941,3930,4589,4385,3512,855,3409,4237,4136,4653,3545,4561,3326,3322,3902,3524,3421,3481,3420,3495,3491,3453,3871,3930,3411,3512,3480,3479,3325,5032
OG0002710,0.0544196430640934,0.0404425826481854,1.7115835137085136,,,4587,4582,4586,4572,4577,4584,3873,3606,4694,3465,3533,3976,3979,3980,3979,3978,3980,3978,3977,3926,3934,3923,4595,4391,3510,852,3415,4233,4132,3972,3537,4567,3323,3319,3906,3522,3419,3479,3418,3493,3489,3451,3864,3923,3409,3510,3478,3473,3322,5155
OG0002711,0.0810804101909946,0.0368386319448674,3.050220924200516,,,4599,4593,4597,4584,4589,4595,3862,3597,4684,3454,3522,3966,3969,3970,3969,3968,3970,3968,3967,3916,3924,3913,4606,4402,3501,842,3425,4224,4123,3982,3524,4578,3312,3308,3917,3512,3409,3469,3408,3483,3480,3441,3854,3912,3400,3500,3468,3462,3311,5166
OG0002712,0.0778361813665289,0.0338995921323496,2.723019841269841,,,4653,4647,4651,4638,4643,4649,4640,4691,4326,4773,3462,5206,5207,5210,5209,5207,5210,5208,5207,5158,5170,5155,4661,3255,4647,4587,3782,3864,3768,4407,4755,4632,4468,4468,4294,4656,4606,4692,4612,4635,4732,4589,5105,5164,4594,4650,4692,3408,4467,5263
