"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","BHKY","BuffGH_2022","EaSmR","ICMP5845","MDCuke_2022","PSU-1","SCR3"
"group_4684","","hypothetical protein","6","6","1","4","7787","1","292","","158","158","158","POCPNIHP_00508","JKPFCNPL_00805","","PNIFCKEH_00846","JIDLLDEG_04998","EJNDHMEK_01830","MAOBNCNO_04886"
"group_4686","","hypothetical protein","6","6","1","4","7782","1","278","","125","125","125","POCPNIHP_00518","JKPFCNPL_00816","","PNIFCKEH_00837","JIDLLDEG_04990","EJNDHMEK_01823","MAOBNCNO_04878"
"group_4687","","hypothetical protein","6","6","1","4","7781","1","277","","122","122","122","POCPNIHP_00519","JKPFCNPL_00817","","PNIFCKEH_00836","JIDLLDEG_04989","EJNDHMEK_01822","MAOBNCNO_04877"
"group_4688","","hypothetical protein","6","6","1","4","7780","1","276","","350","350","350","POCPNIHP_00520","JKPFCNPL_00818","","PNIFCKEH_00835","JIDLLDEG_04988","EJNDHMEK_01821","MAOBNCNO_04876"
"group_4690","","hypothetical protein","6","6","1","4","8727","1","258","","164","164","164","POCPNIHP_00530","JKPFCNPL_00828","","PNIFCKEH_00820","JIDLLDEG_04978","EJNDHMEK_01808","MAOBNCNO_04866"
"group_4691","","hypothetical protein","6","6","1","4","8730","1","255","","380","380","380","POCPNIHP_00532","JKPFCNPL_00830","","PNIFCKEH_00818","JIDLLDEG_04976","EJNDHMEK_01805","MAOBNCNO_04864"
"nfuA","","Fe/S biogenesis protein NfuA","6","6","1","4","8734","1","252","","575","575","575","POCPNIHP_00536","JKPFCNPL_00834","","PNIFCKEH_00815","JIDLLDEG_04973","EJNDHMEK_01801","MAOBNCNO_04861"
"group_4693","","hypothetical protein","6","6","1","4","8735","1","251","","683","683","683","POCPNIHP_00537","JKPFCNPL_00835","","PNIFCKEH_00814","JIDLLDEG_04972","EJNDHMEK_01800","MAOBNCNO_04860"
"group_4694","","hypothetical protein","6","6","1","4","8737","1","248","","269","269","269","POCPNIHP_00539","JKPFCNPL_00837","","PNIFCKEH_00811","JIDLLDEG_04970","EJNDHMEK_01798","MAOBNCNO_04858"
"feoA","","Fe(2+) transport protein A","6","6","1","4","8741","1","246","","224","224","224","POCPNIHP_00541","JKPFCNPL_00839","","PNIFCKEH_00807","JIDLLDEG_04968","EJNDHMEK_01796","MAOBNCNO_04856"
"greB","","Transcription elongation factor GreB","6","6","1","4","8743","1","242","","479","479","479","POCPNIHP_00543","JKPFCNPL_00841","","PNIFCKEH_00803","JIDLLDEG_04966","EJNDHMEK_01794","MAOBNCNO_04854"
"hslO","","33 kDa chaperonin","6","6","1","4","8775","21","9","","878","878","878","POCPNIHP_00548","JKPFCNPL_00846","","PNIFCKEH_00797","JIDLLDEG_04962","EJNDHMEK_01789","MAOBNCNO_04850"
"hslR","","Heat shock protein 15","6","6","1","4","8776","21","10","","401","401","401","POCPNIHP_00549","JKPFCNPL_00847","","PNIFCKEH_00796","JIDLLDEG_04961","EJNDHMEK_01788","MAOBNCNO_04849"
"igaA","","Intracellular growth attenuator protein IgaA","6","6","1","4","8777","21","11","","2138","2138","2138","POCPNIHP_00550","JKPFCNPL_00848","","PNIFCKEH_00795","JIDLLDEG_04960","EJNDHMEK_01787","MAOBNCNO_04848"
"group_4701","","hypothetical protein","6","6","1","4","8783","21","18","","584","584","584","POCPNIHP_00555","JKPFCNPL_00853","","PNIFCKEH_00788","JIDLLDEG_04955","EJNDHMEK_01782","MAOBNCNO_04843"
"aroB","","3-dehydroquinate synthase","6","6","1","4","8790","18","23","","1088","1088","1088","POCPNIHP_00559","JKPFCNPL_00857","","PNIFCKEH_00783","JIDLLDEG_04951","EJNDHMEK_01777","MAOBNCNO_04839"
"damX","","Cell division protein DamX","6","6","1","4","8791","18","22","","980","980","980","POCPNIHP_00560","JKPFCNPL_00858","","PNIFCKEH_00782","JIDLLDEG_04950","EJNDHMEK_01776","MAOBNCNO_04838"
"dam_1","","DNA adenine methylase","6","6","1","4","8792","18","21","","821","821","821","POCPNIHP_00561","JKPFCNPL_00859","","PNIFCKEH_00781","JIDLLDEG_04949","EJNDHMEK_01775","MAOBNCNO_04837"
"rpe","","Ribulose-phosphate 3-epimerase","6","6","1","4","8793","18","20","","686","686","686","POCPNIHP_00562","JKPFCNPL_00860","","PNIFCKEH_00780","JIDLLDEG_04948","EJNDHMEK_01774","MAOBNCNO_04836"
"gph","","Phosphoglycolate phosphatase","6","6","1","4","8794","18","19","","698","698","698","POCPNIHP_00563","JKPFCNPL_00861","","PNIFCKEH_00779","JIDLLDEG_04947","EJNDHMEK_01773","MAOBNCNO_04835"
"group_4707","","hypothetical protein","6","6","1","4","8798","18","16","","146","146","146","POCPNIHP_00566","JKPFCNPL_00864","","PNIFCKEH_00775","JIDLLDEG_04944","EJNDHMEK_01770","MAOBNCNO_04832"
"codA","","Cytosine deaminase","6","6","1","4","8799","18","15","","530","530","530","POCPNIHP_00568","JKPFCNPL_00866","","PNIFCKEH_00774","JIDLLDEG_04943","EJNDHMEK_01768","MAOBNCNO_04831"
"ppiA","","Peptidyl-prolyl cis-trans isomerase A","6","6","1","4","8802","18","12","","572","572","572","POCPNIHP_00570","JKPFCNPL_00868","","PNIFCKEH_00771","JIDLLDEG_04941","EJNDHMEK_01765","MAOBNCNO_04829"
"argD_2","","Acetylornithine/succinyldiaminopimelate aminotransferase","6","6","1","4","8804","18","10","","1220","1220","1220","POCPNIHP_00572","JKPFCNPL_00870","","PNIFCKEH_00769","JIDLLDEG_04939","EJNDHMEK_01763","MAOBNCNO_04827"
"yhfA","","Protein YhfA","6","6","1","4","8815","11","32","","407","407","407","POCPNIHP_00575","JKPFCNPL_00874","","PNIFCKEH_00763","JIDLLDEG_04935","EJNDHMEK_01759","MAOBNCNO_04823"
"group_4713","","hypothetical protein","6","6","1","4","8810","11","29","","698","698","698","POCPNIHP_00578","JKPFCNPL_00877","","PNIFCKEH_00757","JIDLLDEG_04931","EJNDHMEK_01755","MAOBNCNO_04819"
"eamB","","Cysteine/O-acetylserine efflux protein","6","6","1","4","8809","11","28","","602","602","602","POCPNIHP_00579","JKPFCNPL_00878","","PNIFCKEH_00756","JIDLLDEG_04930","EJNDHMEK_01754","MAOBNCNO_04818"
"tauB","","Taurine import ATP-binding protein TauB","6","6","1","4","8859","11","22","","767","767","767","POCPNIHP_00583","JKPFCNPL_00882","","PNIFCKEH_00751","JIDLLDEG_04926","EJNDHMEK_01749","MAOBNCNO_04814"
"tauD","","Alpha-ketoglutarate-dependent taurine dioxygenase","6","6","1","4","8862","11","19","","839","839","839","POCPNIHP_00585","JKPFCNPL_00884","","PNIFCKEH_00748","JIDLLDEG_04924","EJNDHMEK_01747","MAOBNCNO_04812"
"kefC","","Glutathione-regulated potassium-efflux system protein KefC","6","6","1","4","8866","11","15","","1805","1805","1805","POCPNIHP_00588","JKPFCNPL_00887","","PNIFCKEH_00743","JIDLLDEG_04921","EJNDHMEK_01743","MAOBNCNO_04809"
"fkpA","","FKBP-type peptidyl-prolyl cis-trans isomerase FkpA","6","6","1","4","8871","11","10","","839","839","839","POCPNIHP_00592","JKPFCNPL_00891","","PNIFCKEH_00738","JIDLLDEG_04917","EJNDHMEK_01739","MAOBNCNO_04805"
"dauR","","Transcriptional regulator DauR","6","6","1","4","8872","11","9","","722","722","722","POCPNIHP_00593","JKPFCNPL_00892","","PNIFCKEH_00737","JIDLLDEG_04916","EJNDHMEK_01738","MAOBNCNO_04804"
"tusD","","Sulfurtransferase TusD","6","6","1","4","8873","11","8","","386","386","386","POCPNIHP_00594","JKPFCNPL_00893","","PNIFCKEH_00736","JIDLLDEG_04915","EJNDHMEK_01737","MAOBNCNO_04803"
"tusC","","Protein TusC","6","6","1","4","8874","11","7","","359","359","359","POCPNIHP_00595","JKPFCNPL_00894","","PNIFCKEH_00735","JIDLLDEG_04914","EJNDHMEK_01736","MAOBNCNO_04802"
"tusB","","Protein TusB","6","6","1","4","8875","11","6","","287","287","287","POCPNIHP_00596","JKPFCNPL_00895","","PNIFCKEH_00734","JIDLLDEG_04913","EJNDHMEK_01735","MAOBNCNO_04801"
"fusA1","","elongation factor G FusA1","6","6","1","4","8878","32","6","","2114","2114","2114","POCPNIHP_00599","JKPFCNPL_00898","","PNIFCKEH_00731","JIDLLDEG_04910","EJNDHMEK_01732","MAOBNCNO_04798"
"group_4725","","hypothetical protein","6","6","1","4","8880","32","5","","602","602","602","POCPNIHP_00601","JKPFCNPL_00900","","PNIFCKEH_00728","JIDLLDEG_04908","EJNDHMEK_01730","MAOBNCNO_04796"
"group_4726","","hypothetical protein","6","6","1","4","8694","32","1","","413","413","413","POCPNIHP_00602","JKPFCNPL_00901","","PNIFCKEH_00727","JIDLLDEG_04907","EJNDHMEK_01729","MAOBNCNO_04795"
"rpmC","","Large ribosomal subunit protein uL29","6","6","1","4","8891","39","1","","191","191","191","POCPNIHP_00612","JKPFCNPL_00911","","PNIFCKEH_00717","JIDLLDEG_04897","EJNDHMEK_01719","MAOBNCNO_04785"
"rpsQ","","Small ribosomal subunit protein uS17","6","6","1","4","8892","39","2","","254","254","254","POCPNIHP_00613","JKPFCNPL_00912","","PNIFCKEH_00716","JIDLLDEG_04896","EJNDHMEK_01718","MAOBNCNO_04784"
"zntR","","HTH-type transcriptional regulator ZntR","6","6","1","4","8913","1","2671","","422","422","422","POCPNIHP_00632","JKPFCNPL_00931","","PNIFCKEH_00696","JIDLLDEG_04877","EJNDHMEK_01699","MAOBNCNO_04765"
"group_474","","IS5 family transposase ISPrst2","6","6","1","4","880","1","6783","","398","398","398","POCPNIHP_04612","JKPFCNPL_04979","","PNIFCKEH_02023","JIDLLDEG_00487","EJNDHMEK_02188","MAOBNCNO_00489"
"rsmB","","Ribosomal RNA small subunit methyltransferase B","6","6","1","4","8666","1","2663","","1280","1289","1287","POCPNIHP_00663","JKPFCNPL_00962","","PNIFCKEH_00685","JIDLLDEG_04870","EJNDHMEK_01678","MAOBNCNO_04758"
"def","","Peptide deformylase","6","6","1","4","8663","1","2660","","512","512","512","POCPNIHP_00665","JKPFCNPL_00964","","PNIFCKEH_00682","JIDLLDEG_04868","EJNDHMEK_01676","MAOBNCNO_04756"
"group_4749","","hypothetical protein","6","6","1","4","8662","1","2659","","1124","1124","1124","POCPNIHP_00666","JKPFCNPL_00965","","PNIFCKEH_00681","JIDLLDEG_04867","EJNDHMEK_01675","MAOBNCNO_04755"
"group_475","","IS5 family transposase ISPrst3","6","6","1","4","9638","5","18","","398","398","398","POCPNIHP_04527","JKPFCNPL_04895","","PNIFCKEH_02125","JIDLLDEG_00569","EJNDHMEK_02273","MAOBNCNO_00572"
"smg","","Protein Smg","6","6","1","4","3591","1","2658","","473","473","473","POCPNIHP_00667","JKPFCNPL_00966","","PNIFCKEH_00680","JIDLLDEG_04866","EJNDHMEK_01674","MAOBNCNO_04754"
"group_4752","","hypothetical protein","6","6","1","4","3595","1","2653","","251","251","251","POCPNIHP_00671","JKPFCNPL_00970","","PNIFCKEH_00675","JIDLLDEG_04862","EJNDHMEK_01670","MAOBNCNO_04750"
"group_4753","","hypothetical protein","6","6","1","4","3613","1","2650","","317","317","317","POCPNIHP_00679","JKPFCNPL_00978","","PNIFCKEH_06619","JIDLLDEG_04300","EJNDHMEK_01667","MAOBNCNO_04197"
"yhdY","","Inner membrane amino-acid ABC transporter permease protein YhdY","6","6","1","4","3610","1","2641","","1100","1100","1100","POCPNIHP_00681","JKPFCNPL_00980","","PNIFCKEH_06616","JIDLLDEG_04298","EJNDHMEK_01665","MAOBNCNO_04195"
"group_4755","","hypothetical protein","6","6","1","4","3609","1","2639","","1178","1178","1178","POCPNIHP_00682","JKPFCNPL_00981","","PNIFCKEH_06615","JIDLLDEG_04297","EJNDHMEK_01664","MAOBNCNO_04194"
"yhdW","","Putative amino-acid ABC transporter-binding protein YhdW","6","6","1","4","3608","1","2638","","1025","1025","1025","POCPNIHP_00683","JKPFCNPL_00982","","PNIFCKEH_06614","JIDLLDEG_04296","EJNDHMEK_01663","MAOBNCNO_04193"
"lpxP","","Lipid A biosynthesis palmitoleoyltransferase","6","6","1","4","3607","1","2018","","920","920","920","POCPNIHP_00684","JKPFCNPL_00983","","PNIFCKEH_06613","JIDLLDEG_04295","EJNDHMEK_01662","MAOBNCNO_04192"
"group_4758","","hypothetical protein","6","6","1","4","3606","1","2040","","251","251","251","POCPNIHP_00685","JKPFCNPL_00984","","PNIFCKEH_00514","JIDLLDEG_04727","EJNDHMEK_01661","MAOBNCNO_04617"
"group_4759","","hypothetical protein","6","6","1","4","3601","1","2038","","326","326","326","POCPNIHP_00686","JKPFCNPL_00985","","PNIFCKEH_00512","JIDLLDEG_04726","EJNDHMEK_01659","MAOBNCNO_04616"
"group_4760","","hypothetical protein","6","6","1","4","3599","1","2036","","260","260","260","POCPNIHP_00688","JKPFCNPL_00987","","PNIFCKEH_00510","JIDLLDEG_04724","EJNDHMEK_01657","MAOBNCNO_04614"
"group_4761","","hypothetical protein","6","6","1","4","9830","1","2030","","440","440","440","POCPNIHP_00693","JKPFCNPL_00992","","PNIFCKEH_00503","JIDLLDEG_04720","EJNDHMEK_01653","MAOBNCNO_04610"
"priB","","Replication restart protein PriB","6","6","1","4","9841","46","1","","317","317","317","POCPNIHP_00699","JKPFCNPL_00999","","PNIFCKEH_00498","JIDLLDEG_04716","EJNDHMEK_01648","MAOBNCNO_04606"
"rplI","","Large ribosomal subunit protein bL9","6","6","1","4","9854","1","4614","","452","452","452","POCPNIHP_00701","JKPFCNPL_01001","","PNIFCKEH_00496","JIDLLDEG_04714","EJNDHMEK_01646","MAOBNCNO_04604"
"fklB","","FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase","6","6","1","4","9856","1","4616","","620","620","620","POCPNIHP_00703","JKPFCNPL_01003","","PNIFCKEH_00494","JIDLLDEG_04712","EJNDHMEK_01644","MAOBNCNO_04602"
"group_4765","","hypothetical protein","6","6","1","4","9857","1","4617","","278","278","278","POCPNIHP_00704","JKPFCNPL_01004","","PNIFCKEH_00493","JIDLLDEG_04711","EJNDHMEK_01643","MAOBNCNO_04601"
"group_4766","","hypothetical protein","6","6","1","4","9858","1","4618","","158","158","158","POCPNIHP_00705","JKPFCNPL_01005","","PNIFCKEH_00492","JIDLLDEG_04710","EJNDHMEK_01642","MAOBNCNO_04600"
"group_4768","","hypothetical protein","6","6","1","4","9862","1","4622","","110","110","110","POCPNIHP_00708","JKPFCNPL_01008","","PNIFCKEH_00489","JIDLLDEG_04707","EJNDHMEK_01636","MAOBNCNO_04597"
"group_4769","","IS3 family transposase ISEal1","6","6","1","4","9863","1","4623","","392","392","392","POCPNIHP_00709","JKPFCNPL_01009","","PNIFCKEH_00488","JIDLLDEG_04706","EJNDHMEK_01635","MAOBNCNO_04596"
"group_477","","IS5 family transposase ISPrst3","6","6","1","4","7898","1","156","","380","608","494","POCPNIHP_02043","JKPFCNPL_02445","","PNIFCKEH_05424","JIDLLDEG_03321","EJNDHMEK_03756","MAOBNCNO_03231"
"group_4770","","hypothetical protein","6","6","1","4","9869","1","4628","","1553","1553","1553","POCPNIHP_00712","JKPFCNPL_01012","","PNIFCKEH_00483","JIDLLDEG_04702","EJNDHMEK_01632","MAOBNCNO_04592"
"ampH","","D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH","6","6","1","4","9870","1","4629","","1190","1193","1192","POCPNIHP_00713","JKPFCNPL_01013","","PNIFCKEH_00482","JIDLLDEG_04701","EJNDHMEK_01631","MAOBNCNO_04591"
"group_4772","","hypothetical protein","6","6","1","4","9872","1","4631","","647","647","647","POCPNIHP_00715","JKPFCNPL_01015","","PNIFCKEH_00480","JIDLLDEG_04699","EJNDHMEK_01628","MAOBNCNO_04589"
"group_4773","","hypothetical protein","6","6","1","4","9873","1","4632","","353","353","353","POCPNIHP_00716","JKPFCNPL_01016","","PNIFCKEH_00479","JIDLLDEG_04698","EJNDHMEK_01627","MAOBNCNO_04588"
"fucO","","Lactaldehyde reductase","6","6","1","4","9875","1","4634","","1151","1151","1151","POCPNIHP_00718","JKPFCNPL_01018","","PNIFCKEH_00477","JIDLLDEG_04696","EJNDHMEK_01626","MAOBNCNO_04586"
"esaI","","Acyl-homoserine-lactone synthase","6","6","1","4","9877","1","4636","","356","356","356","POCPNIHP_00720","JKPFCNPL_01020","","PNIFCKEH_00475","JIDLLDEG_04694","EJNDHMEK_01624","MAOBNCNO_04584"
"group_4776","","hypothetical protein","6","6","1","4","9916","1","4637","","419","419","419","POCPNIHP_00721","JKPFCNPL_01021","","PNIFCKEH_00474","JIDLLDEG_04693","EJNDHMEK_01623","MAOBNCNO_04583"
"group_4779","","hypothetical protein","6","6","1","4","9912","1","4607","","311","311","311","POCPNIHP_00725","JKPFCNPL_01025","","PNIFCKEH_00470","JIDLLDEG_04690","EJNDHMEK_01621","MAOBNCNO_04580"
"traN_1","","Mating pair stabilization protein TraN","6","6","1","4","9910","1","4603","","311","311","311","POCPNIHP_00727","JKPFCNPL_01027","","PNIFCKEH_00468","JIDLLDEG_04688","EJNDHMEK_01619","MAOBNCNO_04578"
"relE","","mRNA interferase toxin RelE","6","6","1","4","9907","1","4600","","281","281","281","POCPNIHP_00729","JKPFCNPL_01029","","PNIFCKEH_00465","JIDLLDEG_04686","EJNDHMEK_01616","MAOBNCNO_04576"
"group_4782","","hypothetical protein","6","6","1","4","9906","1","4599","","275","275","275","POCPNIHP_00730","JKPFCNPL_01030","","PNIFCKEH_00464","JIDLLDEG_04685","EJNDHMEK_01615","MAOBNCNO_04575"
"group_4783","","hypothetical protein","6","6","1","4","9905","1","4598","","524","524","524","POCPNIHP_00731","JKPFCNPL_01031","","PNIFCKEH_00463","JIDLLDEG_04684","EJNDHMEK_01614","MAOBNCNO_04574"
"group_4784","","hypothetical protein","6","6","1","4","9904","1","4597","","233","233","233","POCPNIHP_00732","JKPFCNPL_01032","","PNIFCKEH_00462","JIDLLDEG_04683","EJNDHMEK_01613","MAOBNCNO_04573"
"group_4785","","hypothetical protein","6","6","1","4","9903","1","4596","","92","92","92","POCPNIHP_00733","JKPFCNPL_01033","","PNIFCKEH_00461","JIDLLDEG_04682","EJNDHMEK_01612","MAOBNCNO_04572"
"group_4786","","hypothetical protein","6","6","1","4","9892","1","4588","","275","275","275","POCPNIHP_00738","JKPFCNPL_01038","","PNIFCKEH_00453","JIDLLDEG_04677","EJNDHMEK_01603","MAOBNCNO_04567"
"group_4787","","hypothetical protein","6","6","1","4","9891","1","4587","","302","302","302","POCPNIHP_00739","JKPFCNPL_01039","","PNIFCKEH_00452","JIDLLDEG_04676","EJNDHMEK_01602","MAOBNCNO_04566"
"cah","","Carbonic anhydrase","6","6","1","4","9886","24","9","","734","734","734","POCPNIHP_00743","JKPFCNPL_01043","","PNIFCKEH_00447","JIDLLDEG_04670","EJNDHMEK_01599","MAOBNCNO_04560"
"group_479","","IS5 family transposase ISPrst3","6","6","1","4","11067","1","6405","","398","476","437","POCPNIHP_04710","JKPFCNPL_05078","","PNIFCKEH_01901","JIDLLDEG_00386","EJNDHMEK_02072","MAOBNCNO_00388"
"panF","","Sodium/pantothenate symporter","6","6","1","4","11176","24","11","","1451","1451","1451","POCPNIHP_00745","JKPFCNPL_01045","","PNIFCKEH_00445","JIDLLDEG_04668","EJNDHMEK_01597","MAOBNCNO_04558"
"yhdT","","putative membrane protein YhdT","6","6","1","4","11177","24","12","","236","236","236","POCPNIHP_00746","JKPFCNPL_01046","","PNIFCKEH_00444","JIDLLDEG_04667","EJNDHMEK_01596","MAOBNCNO_04557"
"accB","","Biotin carboxyl carrier protein of acetyl-CoA carboxylase","6","6","1","4","11179","24","14","","473","473","473","POCPNIHP_00748","JKPFCNPL_01048","","PNIFCKEH_00440","JIDLLDEG_04665","EJNDHMEK_01594","MAOBNCNO_04555"
"aroQ","","3-dehydroquinate dehydratase","6","6","1","4","11180","24","6","","452","452","452","POCPNIHP_00749","JKPFCNPL_01049","","PNIFCKEH_00439","JIDLLDEG_04664","EJNDHMEK_01593","MAOBNCNO_04554"
"msrQ","","Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ","6","6","1","4","11181","24","5","","602","602","602","POCPNIHP_00750","JKPFCNPL_01050","","PNIFCKEH_00438","JIDLLDEG_04663","EJNDHMEK_01592","MAOBNCNO_04553"
"msrP","","Protein-methionine-sulfoxide reductase catalytic subunit MsrP","6","6","1","4","11183","24","4","","1001","1001","1001","POCPNIHP_00751","JKPFCNPL_01051","","PNIFCKEH_00437","JIDLLDEG_04662","EJNDHMEK_01591","MAOBNCNO_04552"
"acuI","","putative acrylyl-CoA reductase AcuI","6","6","1","4","11184","24","2","","500","500","500","POCPNIHP_00752","JKPFCNPL_01052","","PNIFCKEH_00436","JIDLLDEG_04661","EJNDHMEK_01589","MAOBNCNO_04551"
"csrD","","RNase E specificity factor CsrD","6","6","1","4","11185","24","1","","1949","1949","1949","POCPNIHP_00753","JKPFCNPL_01053","","PNIFCKEH_00435","JIDLLDEG_04660","EJNDHMEK_01588","MAOBNCNO_04550"
"mreD","","Rod shape-determining protein MreD","6","6","1","4","11202","14","2","","488","488","488","POCPNIHP_00756","JKPFCNPL_01056","","PNIFCKEH_00432","JIDLLDEG_04657","EJNDHMEK_01585","MAOBNCNO_04547"
"yhdE","","dTTP/UTP pyrophosphatase","6","6","1","4","11203","14","3","","596","596","596","POCPNIHP_00757","JKPFCNPL_01057","","PNIFCKEH_00431","JIDLLDEG_04656","EJNDHMEK_01584","MAOBNCNO_04546"
"group_480","","IS5 family transposase ISPrst3","6","6","1","4","9107","2","75","","398","623","510","POCPNIHP_03514","JKPFCNPL_03874","","PNIFCKEH_03758","JIDLLDEG_01883","EJNDHMEK_00674","MAOBNCNO_01879"
"aaeR_1","","HTH-type transcriptional activator AaeR","6","6","1","4","11211","14","24","","452","452","452","POCPNIHP_00762","JKPFCNPL_01062","","PNIFCKEH_00424","JIDLLDEG_04650","EJNDHMEK_01579","MAOBNCNO_04540"
"aaeX","","Protein AaeX","6","6","1","4","11213","14","23","","203","203","203","POCPNIHP_00763","JKPFCNPL_01063","","PNIFCKEH_00423","JIDLLDEG_04649","EJNDHMEK_01578","MAOBNCNO_04539"
"aaeB","","p-hydroxybenzoic acid efflux pump subunit AaeB","6","6","1","4","11215","14","21","","1958","1958","1958","POCPNIHP_00765","JKPFCNPL_01065","","PNIFCKEH_00420","JIDLLDEG_04647","EJNDHMEK_01576","MAOBNCNO_04537"
"davD","","Glutarate-semialdehyde dehydrogenase","6","6","1","4","11216","14","20","","293","293","293","POCPNIHP_00766","JKPFCNPL_01066","","PNIFCKEH_00419","JIDLLDEG_04646","EJNDHMEK_01575","MAOBNCNO_04536"
"yhcO","","putative protein YhcO","6","6","1","4","11218","14","18","","269","269","269","POCPNIHP_00768","JKPFCNPL_01068","","PNIFCKEH_00417","JIDLLDEG_04644","EJNDHMEK_01573","MAOBNCNO_04534"
"group_4805","","hypothetical protein","6","6","1","4","11220","14","16","","164","164","164","POCPNIHP_00769","JKPFCNPL_01069","","PNIFCKEH_00415","JIDLLDEG_04643","EJNDHMEK_01571","MAOBNCNO_04533"
