strain,gene,start,end,type
BuffGH_2022,JKPFCNPL_03270,2859135,2859401,accessory
BuffGH_2022,JKPFCNPL_03271,2860150,2860467,accessory
BuffGH_2022,JKPFCNPL_03272,2860869,2861033,accessory
BuffGH_2022,JKPFCNPL_03273,2861373,2862125,accessory
BuffGH_2022,JKPFCNPL_03274,2862185,2863213,accessory
BuffGH_2022,JKPFCNPL_03275,2864156,2864392,accessory
BuffGH_2022,JKPFCNPL_03276,2864361,2865146,accessory
BuffGH_2022,JKPFCNPL_03277,2865349,2865705,accessory
BuffGH_2022,JKPFCNPL_03278,2865929,2866081,accessory
BuffGH_2022,JKPFCNPL_03279,2866142,2866714,accessory
BuffGH_2022,JKPFCNPL_03280,2866711,2866947,accessory
BuffGH_2022,JKPFCNPL_03281,2867554,2868933,accessory
BuffGH_2022,JKPFCNPL_03282,2869012,2869269,accessory
BuffGH_2022,JKPFCNPL_03283,2869354,2869542,accessory
BuffGH_2022,JKPFCNPL_03284,2869595,2869921,accessory
BuffGH_2022,JKPFCNPL_03285,2869921,2871345,accessory
BuffGH_2022,JKPFCNPL_03286,2871365,2872921,accessory
BuffGH_2022,JKPFCNPL_03287,2872922,2873752,accessory
BuffGH_2022,JKPFCNPL_03288,2873752,2874615,accessory
BuffGH_2022,JKPFCNPL_03289,2874626,2874856,accessory
BuffGH_2022,JKPFCNPL_03290,2874849,2875370,accessory
BuffGH_2022,JKPFCNPL_03291,2875370,2875636,accessory
BuffGH_2022,JKPFCNPL_03292,2875832,2876305,accessory
BuffGH_2022,JKPFCNPL_03293,2876286,2876558,accessory
BuffGH_2022,JKPFCNPL_03294,2876555,2877010,accessory
BuffGH_2022,JKPFCNPL_03295,2877094,2877543,accessory
BuffGH_2022,JKPFCNPL_03296,2877543,2877938,accessory
BuffGH_2022,JKPFCNPL_03297,2878183,2878506,accessory
BuffGH_2022,JKPFCNPL_03298,2878627,2879667,accessory
BuffGH_2022,JKPFCNPL_03299,2879908,2880426,accessory
BuffGH_2022,JKPFCNPL_03300,2880583,2880729,accessory
BuffGH_2022,JKPFCNPL_03301,2880823,2880951,accessory
BuffGH_2022,JKPFCNPL_03302,2881159,2881497,accessory
BuffGH_2022,JKPFCNPL_03303,2881510,2881605,accessory
BuffGH_2022,JKPFCNPL_03304,2881565,2881807,accessory
BuffGH_2022,JKPFCNPL_03305,2881931,2882356,accessory
BuffGH_2022,JKPFCNPL_03306,2882368,2883081,accessory
BuffGH_2022,JKPFCNPL_03307,2883380,2884069,accessory
BuffGH_2022,JKPFCNPL_03308,2884170,2884538,accessory
BuffGH_2022,JKPFCNPL_03309,2884975,2885652,accessory
BuffGH_2022,JKPFCNPL_03310,2885821,2886027,accessory
BuffGH_2022,JKPFCNPL_03311,2885933,2886139,accessory
BuffGH_2022,JKPFCNPL_03312,2886222,2886482,accessory
BuffGH_2022,JKPFCNPL_03313,2886684,2887892,accessory
BuffGH_2022,JKPFCNPL_03314,2888035,2889075,accessory
BuffGH_2022,JKPFCNPL_03315,2889873,2890454,core
BuffGH_2022,JKPFCNPL_03316,2890454,2891029,accessory
BuffGH_2022,JKPFCNPL_03317,2891022,2892821,accessory
BuffGH_2022,JKPFCNPL_03318,2892822,2893883,accessory
BuffGH_2022,JKPFCNPL_03319,2893883,2894515,accessory
BuffGH_2022,JKPFCNPL_03320,2894508,2895203,accessory
BuffGH_2022,JKPFCNPL_03321,2895200,2895832,accessory
BuffGH_2022,JKPFCNPL_03322,2896161,2896979,accessory
BuffGH_2022,JKPFCNPL_03323,2897087,2897593,accessory
BuffGH_2022,JKPFCNPL_03324,2897909,2898241,accessory
BuffGH_2022,JKPFCNPL_03325,2898303,2898857,accessory
BuffGH_2022,JKPFCNPL_03326,2899064,2899666,accessory
BuffGH_2022,JKPFCNPL_03327,2899777,2900685,accessory
BuffGH_2022,JKPFCNPL_03328,2900829,2901698,accessory
BuffGH_2022,JKPFCNPL_03329,2901748,2903022,accessory
BuffGH_2022,JKPFCNPL_03330,2903169,2903921,accessory
BuffGH_2022,JKPFCNPL_03331,2904175,2905296,accessory
BuffGH_2022,JKPFCNPL_03332,2905583,2906050,accessory
BuffGH_2022,JKPFCNPL_03333,2906158,2907480,accessory
BuffGH_2022,JKPFCNPL_03334,2907600,2908250,accessory
BuffGH_2022,JKPFCNPL_03335,2908353,2908760,accessory
BuffGH_2022,JKPFCNPL_03336,2908847,2909362,accessory
BuffGH_2022,JKPFCNPL_03337,2909561,2909800,accessory
BuffGH_2022,JKPFCNPL_03338,2910645,2911082,accessory
BuffGH_2022,JKPFCNPL_03339,2911271,2912311,accessory
BuffGH_2022,JKPFCNPL_03340,2912381,2913067,accessory
BuffGH_2022,JKPFCNPL_03341,2913121,2913705,accessory
BuffGH_2022,JKPFCNPL_03342,2913968,2914306,accessory
BuffGH_2022,JKPFCNPL_03343,2914638,2914871,accessory
BuffGH_2022,JKPFCNPL_03344,2915000,2915503,accessory
BuffGH_2022,JKPFCNPL_03345,2915678,2915836,accessory
BuffGH_2022,JKPFCNPL_03346,2916130,2916465,accessory
BuffGH_2022,JKPFCNPL_03347,2916535,2916684,accessory
BuffGH_2022,JKPFCNPL_03348,2917026,2917319,accessory
BuffGH_2022,JKPFCNPL_03349,2918448,2919263,accessory
BuffGH_2022,JKPFCNPL_03350,2919669,2920688,accessory
BuffGH_2022,JKPFCNPL_03351,2920749,2921789,accessory
BuffGH_2022,JKPFCNPL_03352,2921961,2922089,accessory
BuffGH_2022,JKPFCNPL_03353,2922024,2922929,accessory
BuffGH_2022,JKPFCNPL_03354,2923043,2924224,accessory
BuffGH_2022,JKPFCNPL_03355,2924227,2924394,accessory
BuffGH_2022,JKPFCNPL_03356,2924441,2925094,accessory
BuffGH_2022,JKPFCNPL_03357,2925373,2926746,accessory
BuffGH_2022,JKPFCNPL_03361,2927492,2928904,accessory
BuffGH_2022,JKPFCNPL_03362,2929068,2929415,accessory
BuffGH_2022,JKPFCNPL_03363,2930057,2930971,accessory
BuffGH_2022,JKPFCNPL_03364,2931044,2931181,accessory
BuffGH_2022,JKPFCNPL_03365,2931338,2931544,accessory
BuffGH_2022,JKPFCNPL_03366,2931450,2931656,accessory
BuffGH_2022,JKPFCNPL_03367,2931825,2932562,accessory
BuffGH_2022,JKPFCNPL_03368,2932623,2933663,accessory
BuffGH_2022,JKPFCNPL_03369,2933875,2934210,accessory
BuffGH_2022,JKPFCNPL_03370,2934429,2935145,accessory
BuffGH_2022,JKPFCNPL_03371,2935176,2935493,accessory
BuffGH_2022,JKPFCNPL_03372,2935656,2936015,accessory
BuffGH_2022,JKPFCNPL_03373,2936317,2936553,core
BuffGH_2022,JKPFCNPL_03374,2937080,2937403,accessory
BuffGH_2022,JKPFCNPL_03375,2937558,2938028,accessory
BuffGH_2022,JKPFCNPL_03376,2938252,2938611,accessory
BuffGH_2022,JKPFCNPL_03377,2938634,2938966,accessory
BuffGH_2022,JKPFCNPL_03378,2939335,2939757,accessory
BuffGH_2022,JKPFCNPL_03379,2939780,2941000,accessory
BuffGH_2022,JKPFCNPL_03380,2940997,2942280,accessory
BuffGH_2022,JKPFCNPL_03381,2942255,2943001,accessory
BuffGH_2022,JKPFCNPL_03382,2943058,2944551,accessory
BuffGH_2022,JKPFCNPL_03383,2944557,2944931,accessory
BuffGH_2022,JKPFCNPL_03384,2945323,2945715,accessory
BuffGH_2022,JKPFCNPL_03385,2945743,2946180,accessory
BuffGH_2022,JKPFCNPL_03386,2946180,2949296,accessory
BuffGH_2022,JKPFCNPL_03387,2949460,2950575,accessory
BuffGH_2022,JKPFCNPL_03388,2950656,2950919,accessory
BuffGH_2022,JKPFCNPL_03389,2950989,2953373,accessory
BuffGH_2022,JKPFCNPL_03390,2953984,2954487,accessory
BuffGH_2022,JKPFCNPL_03391,2954581,2955408,core
BuffGH_2022,JKPFCNPL_03392,2955561,2956607,accessory
BuffGH_2022,JKPFCNPL_03393,2956671,2958215,accessory
BuffGH_2022,JKPFCNPL_03394,2958439,2959644,accessory
BuffGH_2022,JKPFCNPL_03395,2960452,2960724,accessory
BuffGH_2022,JKPFCNPL_03396,2960787,2961839,accessory
BuffGH_2022,JKPFCNPL_03397,2962180,2963961,accessory
BuffGH_2022,JKPFCNPL_03398,2963976,2964173,accessory
BuffGH_2022,JKPFCNPL_03399,2964167,2964412,accessory
BuffGH_2022,JKPFCNPL_03400,2964484,2965923,accessory
BuffGH_2022,JKPFCNPL_03401,2966015,2966758,accessory
BuffGH_2022,JKPFCNPL_03402,2967290,2967748,accessory
BuffGH_2022,JKPFCNPL_03403,2968447,2968992,accessory
BuffGH_2022,JKPFCNPL_03404,2969746,2970264,accessory
BuffGH_2022,JKPFCNPL_03405,2970419,2970640,accessory
BuffGH_2022,JKPFCNPL_03406,2970642,2970740,accessory
BuffGH_2022,JKPFCNPL_03407,2971526,2971795,accessory
BuffGH_2022,JKPFCNPL_03408,2972360,2972647,accessory
BuffGH_2022,JKPFCNPL_03409,2972738,2973361,accessory
BuffGH_2022,JKPFCNPL_03410,2973358,2973726,accessory
BuffGH_2022,JKPFCNPL_03411,2973862,2974161,accessory
BuffGH_2022,JKPFCNPL_03412,2974166,2976553,accessory
BuffGH_2022,JKPFCNPL_03413,2976569,2977552,accessory
BuffGH_2022,JKPFCNPL_03414,2977882,2978238,core
BuffGH_2022,JKPFCNPL_03415,2978277,2978474,core
BuffGH_2022,JKPFCNPL_03416,2978571,2978921,accessory
BuffGH_2022,JKPFCNPL_03417,2979126,2981054,accessory
BuffGH_2022,JKPFCNPL_03418,2981290,2981421,accessory
BuffGH_2022,JKPFCNPL_03419,2982213,2982404,accessory
BuffGH_2022,JKPFCNPL_03420,2982458,2982763,accessory
BuffGH_2022,JKPFCNPL_03421,2983080,2983835,accessory
BuffGH_2022,JKPFCNPL_03422,2984180,2984572,accessory
BuffGH_2022,JKPFCNPL_03423,2984781,2984996,accessory
BuffGH_2022,JKPFCNPL_03424,2985839,2986378,accessory
BuffGH_2022,JKPFCNPL_03425,2986433,2986579,accessory
BuffGH_2022,JKPFCNPL_03426,2986542,2987153,accessory
BuffGH_2022,JKPFCNPL_03427,2987320,2987910,accessory
BuffGH_2022,JKPFCNPL_03428,2988072,2989469,accessory
BuffGH_2022,JKPFCNPL_03429,2989619,2989777,accessory
BuffGH_2022,JKPFCNPL_03430,2989896,2990024,accessory
BuffGH_2022,JKPFCNPL_03431,2990135,2990614,accessory
BuffGH_2022,JKPFCNPL_03432,2990611,2990796,accessory
BuffGH_2022,JKPFCNPL_03433,2991102,2992142,accessory
BuffGH_2022,JKPFCNPL_03434,2992310,2993521,accessory
BuffGH_2022,JKPFCNPL_03435,2993647,2993982,accessory
BuffGH_2022,JKPFCNPL_03436,2994734,2995561,accessory
BuffGH_2022,JKPFCNPL_03437,2995897,2996607,accessory
BuffGH_2022,JKPFCNPL_03438,2996838,2997698,accessory
BuffGH_2022,JKPFCNPL_03439,2997770,2998045,accessory
BuffGH_2022,JKPFCNPL_03440,2998666,2999154,accessory
BuffGH_2022,JKPFCNPL_03441,2999508,2999840,accessory
BuffGH_2022,JKPFCNPL_03442,3000584,3000847,accessory
BuffGH_2022,JKPFCNPL_03443,3001001,3001510,accessory
BuffGH_2022,JKPFCNPL_03444,3001602,3002819,accessory
BuffGH_2022,JKPFCNPL_03445,3002819,3004933,accessory
BuffGH_2022,JKPFCNPL_03446,3004936,3005634,accessory
BuffGH_2022,JKPFCNPL_03447,3005676,3006839,accessory
BuffGH_2022,JKPFCNPL_03448,3006836,3007612,accessory
BuffGH_2022,JKPFCNPL_03449,3007627,3008574,accessory
BuffGH_2022,JKPFCNPL_03450,3008624,3010042,accessory
BuffGH_2022,JKPFCNPL_03451,3010051,3010731,accessory
BuffGH_2022,JKPFCNPL_03452,3011284,3012381,accessory
BuffGH_2022,JKPFCNPL_03453,3012371,3012706,accessory
BuffGH_2022,JKPFCNPL_03454,3012905,3013759,accessory
BuffGH_2022,JKPFCNPL_03455,3013775,3014521,accessory
BuffGH_2022,JKPFCNPL_03456,3014840,3015670,accessory
BuffGH_2022,JKPFCNPL_03457,3015670,3016752,accessory
BuffGH_2022,JKPFCNPL_03458,3016790,3018046,accessory
BuffGH_2022,JKPFCNPL_03459,3018273,3018896,accessory
BuffGH_2022,JKPFCNPL_03460,3018893,3019798,accessory
BuffGH_2022,JKPFCNPL_03461,3019928,3020875,accessory
BuffGH_2022,JKPFCNPL_03462,3021196,3021471,accessory
BuffGH_2022,JKPFCNPL_03463,3022009,3022290,accessory
BuffGH_2022,JKPFCNPL_03464,3022542,3023129,accessory
BuffGH_2022,JKPFCNPL_03465,3023233,3023559,accessory
BuffGH_2022,JKPFCNPL_03466,3024092,3024346,accessory
BuffGH_2022,JKPFCNPL_03467,3024468,3024950,accessory
BuffGH_2022,JKPFCNPL_03468,3025219,3026835,accessory
BuffGH_2022,JKPFCNPL_03469,3026828,3027304,accessory
BuffGH_2022,JKPFCNPL_03470,3027258,3027701,accessory
BuffGH_2022,JKPFCNPL_03471,3027789,3028112,accessory
BuffGH_2022,JKPFCNPL_03472,3028283,3028798,accessory
BuffGH_2022,JKPFCNPL_03473,3028857,3029204,accessory
BuffGH_2022,JKPFCNPL_03474,3029205,3029585,accessory
BuffGH_2022,JKPFCNPL_03475,3029773,3030108,accessory
BuffGH_2022,JKPFCNPL_03476,3030157,3030306,accessory
BuffGH_2022,JKPFCNPL_03477,3030577,3031476,accessory
BuffGH_2022,JKPFCNPL_03478,3033115,3033561,accessory
BuffGH_2022,JKPFCNPL_03479,3033780,3034217,accessory
BuffGH_2022,JKPFCNPL_03480,3034235,3034783,accessory
BuffGH_2022,JKPFCNPL_03481,3034809,3034934,accessory
BuffGH_2022,JKPFCNPL_03482,3035165,3035371,accessory
BuffGH_2022,JKPFCNPL_03483,3035445,3035708,accessory
BuffGH_2022,JKPFCNPL_03484,3035741,3036565,accessory
BuffGH_2022,JKPFCNPL_03485,3036558,3037565,accessory
BuffGH_2022,JKPFCNPL_03486,3037839,3038168,accessory
BuffGH_2022,JKPFCNPL_03487,3038165,3039487,accessory
BuffGH_2022,JKPFCNPL_03488,3039544,3039975,accessory
BuffGH_2022,JKPFCNPL_03489,3039935,3040399,accessory
BuffGH_2022,JKPFCNPL_03490,3040598,3041029,accessory
BuffGH_2022,JKPFCNPL_03491,3041023,3041622,accessory
BuffGH_2022,JKPFCNPL_03492,3041650,3042132,accessory
BuffGH_2022,JKPFCNPL_03493,3042162,3042740,accessory
BuffGH_2022,JKPFCNPL_03494,3043226,3043540,accessory
BuffGH_2022,JKPFCNPL_03495,3043537,3044358,accessory
BuffGH_2022,JKPFCNPL_03496,3044726,3044950,accessory
BuffGH_2022,JKPFCNPL_03497,3045262,3045738,accessory
BuffGH_2022,JKPFCNPL_03498,3045692,3046207,accessory
BuffGH_2022,JKPFCNPL_03499,3046884,3047315,accessory
BuffGH_2022,JKPFCNPL_03500,3047441,3047752,accessory
BuffGH_2022,JKPFCNPL_03501,3047992,3049713,accessory
BuffGH_2022,JKPFCNPL_03502,3049710,3050702,accessory
BuffGH_2022,JKPFCNPL_03503,3050695,3051387,accessory
BuffGH_2022,JKPFCNPL_03504,3051387,3052748,accessory
BuffGH_2022,JKPFCNPL_03505,3052764,3053210,accessory
BuffGH_2022,JKPFCNPL_03506,3053207,3054532,accessory
BuffGH_2022,JKPFCNPL_03507,3054685,3055167,accessory
BuffGH_2022,JKPFCNPL_03508,3055172,3056179,accessory
BuffGH_2022,JKPFCNPL_03509,3056172,3056576,accessory
BuffGH_2022,JKPFCNPL_03510,3056578,3056973,accessory
BuffGH_2022,JKPFCNPL_03511,3056970,3057704,accessory
BuffGH_2022,JKPFCNPL_03512,3057846,3058115,accessory
BuffGH_2022,JKPFCNPL_03513,3058115,3058900,accessory
BuffGH_2022,JKPFCNPL_03514,3059546,3060181,accessory
BuffGH_2022,JKPFCNPL_03515,3060373,3060969,accessory
BuffGH_2022,JKPFCNPL_03516,3060971,3061147,accessory
BuffGH_2022,JKPFCNPL_03517,3061187,3061642,accessory
BuffGH_2022,JKPFCNPL_03518,3061620,3061907,accessory
BuffGH_2022,JKPFCNPL_03519,3061969,3063177,accessory
BuffGH_2022,JKPFCNPL_03520,3063551,3064330,accessory
BuffGH_2022,JKPFCNPL_03521,3064540,3064986,accessory
BuffGH_2022,JKPFCNPL_03522,3065961,3066125,accessory
BuffGH_2022,JKPFCNPL_03523,3066309,3066521,accessory
BuffGH_2022,JKPFCNPL_03524,3066683,3066961,accessory
BuffGH_2022,JKPFCNPL_03525,3067023,3067379,accessory
BuffGH_2022,JKPFCNPL_03526,3067791,3068228,accessory
BuffGH_2022,JKPFCNPL_03527,3068215,3068547,accessory
BuffGH_2022,JKPFCNPL_03528,3068832,3071384,accessory
BuffGH_2022,JKPFCNPL_03529,3072485,3073387,accessory
BuffGH_2022,JKPFCNPL_03530,3074008,3074973,accessory
BuffGH_2022,JKPFCNPL_03531,3074991,3076643,accessory
BuffGH_2022,JKPFCNPL_03532,3076885,3077823,accessory
BuffGH_2022,JKPFCNPL_03533,3077823,3078920,accessory
BuffGH_2022,JKPFCNPL_03534,3078930,3079631,accessory
BuffGH_2022,JKPFCNPL_03535,3079696,3080478,accessory
BuffGH_2022,JKPFCNPL_03536,3080496,3081251,accessory
BuffGH_2022,JKPFCNPL_03537,3081273,3082502,accessory
BuffGH_2022,JKPFCNPL_03538,3082530,3083213,accessory
BuffGH_2022,JKPFCNPL_03539,3083225,3083629,accessory
BuffGH_2022,JKPFCNPL_03540,3083636,3084046,accessory
BuffGH_2022,JKPFCNPL_03541,3084203,3084871,accessory
BuffGH_2022,JKPFCNPL_03542,3084972,3085277,accessory
BuffGH_2022,JKPFCNPL_03543,3085282,3085713,accessory
BuffGH_2022,JKPFCNPL_03544,3085923,3087131,accessory
BuffGH_2022,JKPFCNPL_03545,3087488,3087886,accessory
BuffGH_2022,JKPFCNPL_03546,3088172,3088519,accessory
BuffGH_2022,JKPFCNPL_03547,3088559,3089191,accessory
BuffGH_2022,JKPFCNPL_03548,3089292,3090830,accessory
BuffGH_2022,JKPFCNPL_03549,3091803,3092216,accessory
BuffGH_2022,JKPFCNPL_03550,3092419,3093642,accessory
BuffGH_2022,JKPFCNPL_03551,3093817,3094407,accessory
BuffGH_2022,JKPFCNPL_03552,3094701,3095264,accessory
BuffGH_2022,JKPFCNPL_03553,3095420,3096466,accessory
BuffGH_2022,JKPFCNPL_03554,3096693,3096920,accessory
BuffGH_2022,JKPFCNPL_03555,3096949,3097659,accessory
BuffGH_2022,JKPFCNPL_03556,3097996,3098241,accessory
BuffGH_2022,JKPFCNPL_03557,3098568,3098822,accessory
BuffGH_2022,JKPFCNPL_03558,3098931,3100043,accessory
BuffGH_2022,JKPFCNPL_03559,3100349,3100597,accessory
BuffGH_2022,JKPFCNPL_03560,3100601,3100981,accessory
BuffGH_2022,JKPFCNPL_03561,3101976,3102110,accessory
BuffGH_2022,JKPFCNPL_03562,3102194,3103234,accessory
BuffGH_2022,JKPFCNPL_03563,3103370,3103738,accessory
BuffGH_2022,JKPFCNPL_03564,3103785,3104357,accessory
BuffGH_2022,JKPFCNPL_03565,3104403,3105455,accessory
BuffGH_2022,JKPFCNPL_03566,3105976,3106896,accessory
BuffGH_2022,JKPFCNPL_03567,3106859,3107056,accessory
BuffGH_2022,JKPFCNPL_03568,3107207,3107728,accessory
BuffGH_2022,JKPFCNPL_03569,3108076,3108474,accessory
BuffGH_2022,JKPFCNPL_03570,3108481,3108723,accessory
BuffGH_2022,JKPFCNPL_03571,3108858,3111425,accessory
BuffGH_2022,JKPFCNPL_03572,3111418,3112986,accessory
BuffGH_2022,JKPFCNPL_03573,3113227,3114351,accessory
BuffGH_2022,JKPFCNPL_03574,3114584,3114886,accessory
BuffGH_2022,JKPFCNPL_03575,3115593,3115760,accessory
BuffGH_2022,JKPFCNPL_03576,3115806,3115958,accessory
BuffGH_2022,JKPFCNPL_03577,3116402,3118465,accessory
BuffGH_2022,JKPFCNPL_03578,3118587,3119090,accessory
BuffGH_2022,JKPFCNPL_03579,3119330,3119515,accessory
BuffGH_2022,JKPFCNPL_03580,3120062,3120619,accessory
BuffGH_2022,JKPFCNPL_03581,3120662,3121072,accessory
BuffGH_2022,JKPFCNPL_03582,3121132,3121548,accessory
BuffGH_2022,JKPFCNPL_03583,3122681,3122956,accessory
BuffGH_2022,JKPFCNPL_03584,3123365,3123625,accessory
BuffGH_2022,JKPFCNPL_03585,3123771,3123944,accessory
BuffGH_2022,JKPFCNPL_03586,3124422,3125438,accessory
BuffGH_2022,JKPFCNPL_03587,3125517,3125705,accessory
BuffGH_2022,JKPFCNPL_03588,3125720,3126841,accessory
BuffGH_2022,JKPFCNPL_03589,3127331,3127834,accessory
BuffGH_2022,JKPFCNPL_03590,3127828,3128829,accessory
BuffGH_2022,JKPFCNPL_03594,3129422,3129970,accessory
BuffGH_2022,JKPFCNPL_03595,3130042,3131874,accessory
BuffGH_2022,JKPFCNPL_03596,3131867,3132526,accessory
BuffGH_2022,JKPFCNPL_03597,3133228,3133857,accessory
BuffGH_2022,JKPFCNPL_03598,3134030,3134263,accessory
BuffGH_2022,JKPFCNPL_03599,3135586,3136596,accessory
BuffGH_2022,JKPFCNPL_03600,3138208,3139605,accessory
BuffGH_2022,JKPFCNPL_03601,3139669,3139935,accessory
BuffGH_2022,JKPFCNPL_03602,3140536,3140733,accessory
BuffGH_2022,JKPFCNPL_03603,3140746,3141630,accessory
BuffGH_2022,JKPFCNPL_03604,3142099,3142329,accessory
BuffGH_2022,JKPFCNPL_03605,3142853,3143452,accessory
BuffGH_2022,JKPFCNPL_03606,3143473,3143703,accessory
BuffGH_2022,JKPFCNPL_03607,3143803,3145011,accessory
BuffGH_2022,JKPFCNPL_03608,3145736,3146293,accessory
BuffGH_2022,JKPFCNPL_03609,3146259,3147107,accessory
BuffGH_2022,JKPFCNPL_03610,3147168,3148655,accessory
BuffGH_2022,JKPFCNPL_03612,3149400,3150056,accessory
BuffGH_2022,JKPFCNPL_03613,3150176,3150502,accessory
BuffGH_2022,JKPFCNPL_03614,3150545,3150874,accessory
BuffGH_2022,JKPFCNPL_03615,3150877,3152100,accessory
BuffGH_2022,JKPFCNPL_03616,3152159,3152467,accessory
BuffGH_2022,JKPFCNPL_03617,3152488,3152901,accessory
BuffGH_2022,JKPFCNPL_03618,3152965,3153468,accessory
BuffGH_2022,JKPFCNPL_03619,3153859,3154062,accessory
BuffGH_2022,JKPFCNPL_03620,3154084,3155292,accessory
BuffGH_2022,JKPFCNPL_03621,3155482,3155640,accessory
BuffGH_2022,JKPFCNPL_03622,3156297,3158351,accessory
BuffGH_2022,JKPFCNPL_03623,3158483,3158929,accessory
BuffGH_2022,JKPFCNPL_03624,3159081,3159755,accessory
BuffGH_2022,JKPFCNPL_03625,3159924,3160130,accessory
BuffGH_2022,JKPFCNPL_03626,3160036,3160242,accessory
BuffGH_2022,JKPFCNPL_03627,3160799,3161272,accessory
BuffGH_2022,JKPFCNPL_03628,3161273,3161800,accessory
BuffGH_2022,JKPFCNPL_03629,3161860,3162429,accessory
BuffGH_2022,JKPFCNPL_03630,3162448,3163137,accessory
BuffGH_2022,JKPFCNPL_03631,3163097,3163735,accessory
BuffGH_2022,JKPFCNPL_03632,3163938,3164447,accessory
BuffGH_2022,JKPFCNPL_03633,3164795,3165862,accessory
BuffGH_2022,JKPFCNPL_03634,3166037,3166513,accessory
BuffGH_2022,JKPFCNPL_03635,3166629,3168455,accessory
BuffGH_2022,JKPFCNPL_03636,3168523,3169041,accessory
BuffGH_2022,JKPFCNPL_03637,3169143,3169313,accessory
BuffGH_2022,JKPFCNPL_03638,3169710,3170336,accessory
BuffGH_2022,JKPFCNPL_03639,3170336,3171976,accessory
BuffGH_2022,JKPFCNPL_03640,3171963,3173237,accessory
BuffGH_2022,JKPFCNPL_03641,3173266,3175176,accessory
BuffGH_2022,JKPFCNPL_03642,3175182,3177335,accessory
BuffGH_2022,JKPFCNPL_03643,3178076,3179116,accessory
BuffGH_2022,JKPFCNPL_03644,3179881,3180597,accessory
BuffGH_2022,JKPFCNPL_03645,3180628,3180945,accessory
BuffGH_2022,JKPFCNPL_03646,3180911,3181036,accessory
BuffGH_2022,JKPFCNPL_03647,3181076,3181621,accessory
BuffGH_2022,JKPFCNPL_03648,3181783,3182874,accessory
BuffGH_2022,JKPFCNPL_03649,3183080,3184300,accessory
BuffGH_2022,JKPFCNPL_03650,3184334,3185041,accessory
BuffGH_2022,JKPFCNPL_03651,3185248,3185457,accessory
BuffGH_2022,JKPFCNPL_03652,3185800,3186021,accessory
BuffGH_2022,JKPFCNPL_03653,3186247,3186750,accessory
BuffGH_2022,JKPFCNPL_03654,3187169,3189784,accessory
BuffGH_2022,JKPFCNPL_03655,3190192,3190812,accessory
BuffGH_2022,JKPFCNPL_03656,3190841,3191176,accessory
BuffGH_2022,JKPFCNPL_03657,3191311,3191643,accessory
BuffGH_2022,JKPFCNPL_03658,3191939,3192247,accessory
BuffGH_2022,JKPFCNPL_03659,3192587,3193057,accessory
BuffGH_2022,JKPFCNPL_03660,3193057,3193335,accessory
BuffGH_2022,JKPFCNPL_03661,3193559,3193879,accessory
BuffGH_2022,JKPFCNPL_03662,3193869,3194147,accessory
BuffGH_2022,JKPFCNPL_03663,3194165,3194452,accessory
BuffGH_2022,JKPFCNPL_03664,3194675,3195379,accessory
BuffGH_2022,JKPFCNPL_03665,3195497,3196720,accessory
BuffGH_2022,JKPFCNPL_03666,3196982,3197290,accessory
BuffGH_2022,JKPFCNPL_03667,3197293,3198126,accessory
BuffGH_2022,JKPFCNPL_03668,3198350,3199573,accessory
BuffGH_2022,JKPFCNPL_03669,3199896,3201101,accessory
BuffGH_2022,JKPFCNPL_03670,3201275,3202675,accessory
BuffGH_2022,JKPFCNPL_03671,3202973,3204082,accessory
BuffGH_2022,JKPFCNPL_03672,3204012,3204608,accessory
BuffGH_2022,JKPFCNPL_03673,3204880,3206070,accessory
BuffGH_2022,JKPFCNPL_03674,3206952,3207080,accessory
BuffGH_2022,JKPFCNPL_03675,3207183,3207812,accessory
BuffGH_2022,JKPFCNPL_03676,3207851,3208399,accessory
BuffGH_2022,JKPFCNPL_03677,3208396,3208560,accessory
BuffGH_2022,JKPFCNPL_03678,3208586,3210397,accessory
BuffGH_2022,JKPFCNPL_03679,3210575,3215038,accessory
BuffGH_2022,JKPFCNPL_03680,3215031,3215774,accessory
BuffGH_2022,JKPFCNPL_03681,3215728,3217050,accessory
BuffGH_2022,JKPFCNPL_03682,3217043,3217831,accessory
BuffGH_2022,JKPFCNPL_03683,3217960,3218733,accessory
BuffGH_2022,JKPFCNPL_03684,3218863,3219075,accessory
BuffGH_2022,JKPFCNPL_03685,3219376,3219924,accessory
BuffGH_2022,JKPFCNPL_03686,3219942,3220379,accessory
BuffGH_2022,JKPFCNPL_03687,3220598,3221044,accessory
BuffGH_2022,JKPFCNPL_03688,3221007,3221258,accessory
BuffGH_2022,JKPFCNPL_03689,3221449,3222195,accessory
BuffGH_2022,JKPFCNPL_03690,3222192,3222374,accessory
BuffGH_2022,JKPFCNPL_03691,3222671,3223882,accessory
BuffGH_2022,JKPFCNPL_03692,3224050,3225090,accessory
BuffGH_2022,JKPFCNPL_03693,3225169,3226302,accessory
BuffGH_2022,JKPFCNPL_03694,3226346,3227326,accessory
BuffGH_2022,JKPFCNPL_03695,3227319,3229070,accessory
BuffGH_2022,JKPFCNPL_03696,3229105,3231363,accessory
BuffGH_2022,JKPFCNPL_03697,3232093,3232278,accessory
BuffGH_2022,JKPFCNPL_03698,3232275,3232559,accessory
BuffGH_2022,JKPFCNPL_03699,3232648,3234357,accessory
BuffGH_2022,JKPFCNPL_03700,3234425,3235108,accessory
